Record Sequence Number,EQID,Earthquake Name,YEAR,MODY,HRMN,Station Name,Station Sequence Number,Station ID  No.,Earthquake Magnitude,Strike (deg),Dip (deg),Rake Angle (deg),Mechanism Based on Rake Angle,P-plunge (deg),P-trend (deg),T-plunge (deg),T-trend (deg),Hypocenter Latitude (deg),Hypocenter Longitude (deg),Hypocenter Depth (km),Finite Rupture Model: 1=Yes;  0=No,Depth to Top Of Fault Rupture Model,Fault Rupture Length for Calculation of Ry (km),Fault Rupture Width (km),Fault Rupture Area (km^2),Average Vr/Vs,EpiD (km),HypD (km),Joyner-Boore Dist. (km),Campbell R Dist. (km),RmsD (km),ClstD (km),Rx,FW/HW Indicator,Source to Site Azimuth (deg),X,Y,Phi.D (deg),Unused Column.2,Depth,Preferred NEHRP Based on Vs30,Vs30 (m/s) selected for analysis,Measured/Inferred Class,Sigma of Vs30 (in natural log Units),Owner,Station Latitude,Station Longitude,STORIES,INSTLOC,Depth to Basement Rock,Site Visited,NGA Type,Northern CA/Southern CA - H11 Z1 (m),Northern CA/Southern CA - H11 Z1.5 (m),Northern CA/Southern CA - H11 Z2.5 (m),Northern CA/Southern CA - S4 Z1 (m),Northern CA/Southern CA - S4 Z1.5 (m),Northern CA/Southern CA - S4 Z2.5 (m),Rebe (m),File Name (Horizontal 1),File Name (Horizontal 2),File Name (Vertical),H1 azimth (degrees),H2 azimith (degrees),Type of Recording,Instrument Model,PEA Processing Flag,Type of Filter,npass,nroll,HP-H1 (Hz),HP-H2 (Hz),LP-H1 (Hz),LP-H2 (Hz),Factor,Lowest Usable Freq - H1 (Hz),Lowest Usable Freq - H2 (H2),Lowest Usable Freq - Ave. Component (Hz),PGA (g),PGV (cm/sec),PGD (cm),T0.010S,T0.020S,T0.030S,T0.050S,T0.075S,T0.100S,T0.150S,T0.200S,T0.250S,T0.300S,T0.400S,T0.500S,T0.750S,T1.000S,T1.500S,T2.000S,T3.000S,T4.000S,T5.000S,T6.000S,T7.500S,T10.000S,U,Damping (%),RotD percentile,Instrument Nat. Freq.,Instrument Damping,Instrument Type,Quality_Flag,Spectra Quality Flag,Late S-trigger,Late P-trigger
1027,127,Northridge-01,1994,117,1231,Leona Valley #1,327,24305,6.69,122.0,40.0,103,2,5.67,22.8,79.91,146.73,34.2057,-118.5539,17.5,1,5.0,18.0,24.0,432.1,0.8138180673591437,51.84,54.71,36.86,-999.0,47.37,37.19,-36.86,fw,-90.0,0.07,0.81,21.34,-999,S,C,499.31,2a_3a_4b_4c,0.25,CDMG,34.594,-118.242,0,GROUND LEVEL,0.005,-999,-999,60.0,-999.0,220.0,-999.0,-999.0,-999.0,-999.0,NORTHR\LV1000.AT2,NORTHR\LV1090.AT2,NORTHR\LV1-UP.AT2,0,90,A,-999,#,O,-999,-999.0,0.2,0.2,23.0,23.0,1.0,0.2,0.2,0.2,0.078738,6.9052,1.7581,0.07936329,0.08006135,0.0782787,0.08190966,0.1049338,0.1746176,0.1713022,0.1723449,0.1910492,0.1635328,0.1375619,0.1608365,0.107569,0.1115837,0.03897704,0.04356271,0.01820775,0.009832218,0.004649342,0.00304453,0.001931835,0.00097529,15.435274,5,50,-999.0,-999.0,-999,-999,0,-999,? PT
1028,127,Northridge-01,1994,117,1231,Leona Valley #2,328,24306,6.69,122.0,40.0,103,2,5.67,22.8,79.91,146.73,34.2057,-118.5539,17.5,1,5.0,18.0,24.0,432.1,0.8138180673591437,51.88,54.75,36.9,-999.0,47.39,37.24,-36.9,fw,-90.0,0.07,0.81,21.36,-999,S,C,435.64,2a_3a_4b_4c,0.25,CDMG,34.595,-118.243,0,GROUND LEVEL,-999.0,yes,4,60.0,-999.0,220.0,-999.0,-999.0,-999.0,-999.0,NORTHR\LV2000.AT2,NORTHR\LV2090.AT2,NORTHR\LV2-UP.AT2,0,90,A,-999,#,O,-999,-999.0,0.2,0.2,23.0,23.0,1.0,0.2,0.2,0.2,0.075345,7.519,1.7216,0.07604848,0.07643228,0.07646909,0.07830741,0.111442,0.1348253,0.2048472,0.165627,0.1837969,0.1354216,0.1444511,0.1266624,0.09872968,0.1181467,0.03942004,0.04956618,0.01890234,0.009391039,0.004782419,0.003239518,0.002236519,0.001070233,15.298483,5,50,-999.0,-999.0,-999,-999,0,-999,? PT
1029,127,Northridge-01,1994,117,1231,Leona Valley #3,329,24307,6.69,122.0,40.0,103,2,5.67,22.8,79.91,146.73,34.2057,-118.5539,17.5,1,5.0,18.0,24.0,432.1,0.8138180673591437,51.97,54.84,37.0,-999.0,47.48,37.33,-37.0,fw,-90.0,0.06,0.81,21.39,-999,S,C,499.31,2a_3a_4b_4c,0.25,CDMG,34.596,-118.243,0,GROUND LEVEL,0.0,-999,3,60.0,-999.0,220.0,-999.0,-999.0,-999.0,-999.0,NORTHR\LV3000.AT2,NORTHR\LV3090.AT2,NORTHR\LV3-UP.AT2,0,90,A,-999,#,O,-999,-999.0,0.2,0.2,23.0,23.0,1.0,0.2,0.2,0.2,0.085849,8.5469,1.8096,0.0864513,0.08693307,0.08591744,0.0903452,0.1256362,0.1540091,0.1762975,0.1870488,0.197927,0.1491187,0.1733853,0.1729375,0.111896,0.1339434,0.04605455,0.05475687,0.02131388,0.009933962,0.004915307,0.002929051,0.001830656,0.000945992,15.239226,5,50,-999.0,-999.0,-999,-999,0,-999,? PT
1030,127,Northridge-01,1994,117,1231,Leona Valley #4,330,24308,6.69,122.0,40.0,103,2,5.67,22.8,79.91,146.73,34.2057,-118.5539,17.5,1,5.0,18.0,24.0,432.1,0.8138180673591437,52.21,55.06,37.23,-999.0,47.71,37.57,-37.23,fw,-90.0,0.06,0.81,21.47,-999,S,C,421.46,2a_3a_4b_4c,0.25,CDMG,34.598,-118.242,0,GROUND LEVEL,-999.0,yes,4,60.0,-999.0,240.0,-999.0,-999.0,-999.0,-999.0,NORTHR\LV4000.AT2,NORTHR\LV4090.AT2,NORTHR\LV4-UP.AT2,0,90,A,-999,#,O,-999,-999.0,0.2,0.2,23.0,23.0,1.0,0.2,0.2,0.2,0.07412,9.4138,1.8295,0.07436163,0.07472847,0.07755137,0.07848521,0.1033166,0.1000406,0.1320629,0.1766626,0.1751397,0.1419746,0.1733112,0.1272715,0.1753165,0.2015883,0.07863262,0.07490271,0.02559198,0.01002104,0.004968441,0.002810597,0.001811958,0.00090946,15.198244,5,50,-999.0,-999.0,-999,-999,0,-999,? PT
1031,127,Northridge-01,1994,117,1231,Leona Valley #5 - Ritter,314,24055,6.69,122.0,40.0,103,2,5.67,22.8,79.91,146.73,34.2057,-118.5539,17.5,1,5.0,18.0,24.0,432.1,0.8138180673591437,52.44,55.29,37.47,-999.0,47.93,37.8,-37.47,fw,-90.0,0.06,0.81,21.54,-999,S,C,375.22,2a_3a_4b_4c,0.25,CDMG,34.6,-118.241,0,GROUND LEVEL,-999.0,yes,4,40.0,-999.0,220.0,-999.0,-999.0,-999.0,-999.0,NORTHR\LV5000.AT2,NORTHR\LV5090.AT2,NORTHR\LV5-UP.AT2,0,90,A,-999,#,O,-999,-999.0,0.2,0.2,23.0,23.0,1.0,0.2,0.2,0.2,0.1262,13.379,2.5263,0.1269944,0.1280527,0.1279284,0.131049,0.1514428,0.1589296,0.2042259,0.3173196,0.3283921,0.3056505,0.3065947,0.1854381,0.2756061,0.2743212,0.1036706,0.08814429,0.0272037,0.01194988,0.006624979,0.003806722,0.002528455,0.001283478,15.157257,5,50,-999.0,-999.0,-999,-999,0,-999,? PT
1032,127,Northridge-01,1994,117,1231,Leona Valley #6,331,24309,6.69,122.0,40.0,103,2,5.67,22.8,79.91,146.73,34.2057,-118.5539,17.5,1,5.0,18.0,24.0,432.1,0.8138180673591437,52.67,55.5,37.7,-999.0,48.1,38.03,-37.7,fw,-90.0,0.03,0.81,21.62,-999,S,D,327.44,1,0.25,CDMG,34.604,-118.244,0,GROUND LEVEL,-999.0,yes,4,60.0,-999.0,240.0,-999.0,-999.0,-999.0,-999.0,NORTHR\LV6090.AT2,NORTHR\LV6360.AT2,NORTHR\LV6-UP.AT2,90,0,A,-999,#,O,-999,-999.0,0.2,0.2,23.0,23.0,1.0,0.2,0.2,0.2,0.14229,12.374,1.6523,0.1438835,0.1455205,0.144477,0.1514571,0.1747477,0.2632029,0.3836346,0.5692559,0.4445694,0.4165753,0.2862869,0.2747524,0.1931568,0.1249145,0.05126855,0.04809035,0.01853697,0.006962663,0.005002362,0.003739682,0.001716355,0.000762962,14.687648,5,50,-999.0,-999.0,-999,-999,0,-999,D PT
1033,127,Northridge-01,1994,117,1231,Littlerock - Brainard Can,309,23595,6.69,122.0,40.0,103,2,5.67,22.8,79.91,146.73,34.2057,-118.5539,17.5,1,5.0,18.0,24.0,432.1,0.8138180673591437,61.26,63.71,46.31,-999.0,59.71,46.58,-39.51,nu,-58.55,0.22,0.81,22.19,-999,S,C,485.67,2a_3a_4b_4c,0.25,CDMG,34.486,-117.98,0,GROUND LEVEL,0.0,yes,4,40.0,-999.0,200.0,-999.0,-999.0,-999.0,-999.0,NORTHR\LIT090.AT2,NORTHR\LIT180.AT2,NORTHR\LIT-UP.AT2,90,180,D,-999,#,O,-999,-999.0,0.2,0.2,46.0,46.0,1.0,0.2,0.2,0.2,0.068335,6.1572,1.2493,0.06880738,0.06851834,0.07111883,0.07254013,0.07557634,0.1009792,0.137601,0.1928577,0.1622076,0.1721201,0.1102804,0.129877,0.1171322,0.1194733,0.02983688,0.01850169,0.01300973,0.008784845,0.00464609,0.002558126,0.001312932,0.000658221,42.159144,5,50,-999.0,-999.0,-999,-999,0,-999,? PT
1034,127,Northridge-01,1994,117,1231,Malibu - Point Dume Sch,335,24396,6.69,122.0,40.0,103,2,5.67,22.8,79.91,146.73,34.2057,-118.5539,17.5,1,5.0,18.0,24.0,432.1,0.8138180673591437,31.21,35.78,26.77,-999.0,38.61,33.67,45.15,hw,90.0,0.44,0.19,70.1,-999,S,D,349.54,0,0.1,CDMG,34.013,-118.8,1,GROUND LEVEL,-999.0,-999,3,60.0,-999.0,220.0,-999.0,-999.0,-999.0,-999.0,NORTHR\MAL090.AT2,NORTHR\MAL360.AT2,NORTHR\MAL-UP.AT2,90,0,A,-999,#,O,-999,-999.0,0.3,0.3,23.0,23.0,1.0,0.3,0.3,0.3,0.11488,8.6985,1.7622,0.1165415,0.1172161,0.1135815,0.1185478,0.1365373,0.1641904,0.2638531,0.2457817,0.3447902,0.2752378,0.2464071,0.1690881,0.1740678,0.106094,0.0758552,0.06224418,0.02177095,0.007620789,0.003851812,0.002333009,0.00139022,0.000743094,6.2227735,5,50,-999.0,-999.0,-999,-999,0,-999,? PT
1035,127,Northridge-01,1994,117,1231,Manhattan Beach - Manhattan,541,90046,6.69,122.0,40.0,103,2,5.67,22.8,79.91,146.73,34.2057,-118.5539,17.5,1,5.0,18.0,24.0,432.1,0.8138180673591437,38.69,42.46,33.56,-999.0,47.92,39.29,37.05,nu,53.03,0.22,0.19,78.39,-999,D,D,351.57,2a_3a_4b_4c,0.25,USC,33.886,-118.389,1,GROUND LEVEL,-999.0,-999,5,600.0,-999.0,2800.0,440.0,-999.0,2180.0,17.5474,NORTHR\MAN000.AT2,NORTHR\MAN090.AT2,NORTHR\MAN-UP.AT2,0,90,A,-999,PEA,A,1,2.5,0.13,0.05,30.0,30.0,1.25,0.1625,0.0625,0.1625,0.15725,13.713,5.8621,0.1587674,0.1581512,0.1621228,0.1774859,0.2171551,0.2501221,0.2953737,0.3910397,0.3511109,0.3368661,0.363641,0.3415803,0.2828875,0.1444222,0.0696193,0.04326902,0.03740803,0.02773011,0.01149021,0.007935213,0.004991871,0.004663834,45.88841,5,50,-999.0,-999.0,-999,-999,0,-999,?
1036,127,Northridge-01,1994,117,1231,Mojave - Hwys 14 & 58,368,34093,6.69,122.0,40.0,103,2,5.67,22.8,79.91,146.73,34.2057,-118.5539,17.5,1,5.0,18.0,24.0,432.1,0.8138180673591437,102.24,103.73,85.28,-999.0,96.12,85.43,-84.94,nu,-95.12,0.78,0.81,30.06,-999,D,D,331.74,2a_3a_4b_4c,0.25,CDMG,35.07,-118.175,1,GROUND LEVEL,-999.0,yes,4,60.0,-999.0,240.0,-999.0,-999.0,-999.0,-999.0,NORTHR\MJH000.AT2,NORTHR\MJH090.AT2,NORTHR\MJH-UP.AT2,0,90,A,-999,#,O,-999,-999.0,0.3,0.3,23.0,23.0,1.0,0.3,0.3,0.3,0.048644,3.9187,0.65669,0.04930001,0.04976292,0.04911034,0.05018276,0.05463801,0.05544105,0.08244567,0.1024196,0.09831,0.1482517,0.1044374,0.06453753,0.09054935,0.1012848,0.02689191,0.01127598,0.005856154,0.002792281,0.001612987,0.000944572,0.000509076,0.000254532,-7.6084784,5,50,-999.0,-999.0,-999,-999,0,-999,? PT
1037,127,Northridge-01,1994,117,1231,Mojave - Oak Creek Canyon,369,34237,6.69,122.0,40.0,103,2,5.67,22.8,79.91,146.73,34.2057,-118.5539,17.5,1,5.0,18.0,24.0,432.1,0.8138180673591437,94.46,96.07,75.64,-999.0,87.79,75.8,-72.51,nu,-106.54,0.78,0.81,28.69,-999,S,C,422.73,2a_3a_4b_4c,0.25,CDMG,35.042,-118.377,0,-999,-999.0,-999,-999,60.0,-999.0,260.0,-999.0,-999.0,-999.0,-999.0,NORTHR\MJO000.AT2,NORTHR\MJO090.AT2,NORTHR\MJO-UP.AT2,0,90,A,-999,#,O,-999,-999.0,0.3,0.3,23.0,23.0,1.0,0.3,0.3,0.3,0.051009,3.0691,0.40676,0.05168654,0.05214265,0.0512929,0.05252831,0.05615385,0.07382885,0.1233865,0.1732184,0.1899038,0.1234012,0.128447,0.07213408,0.03411567,0.03150335,0.02169607,0.01160966,0.004573295,0.002604747,0.001586078,0.000767259,0.000409099,0.0001932,-21.527351,5,50,-999.0,-999.0,-999,-999,0,-999,? PT
1038,127,Northridge-01,1994,117,1231,Montebello - Bluff Rd.,520,90011,6.69,122.0,40.0,103,2,5.67,22.8,79.91,146.73,34.2057,-118.5539,17.5,1,5.0,18.0,24.0,432.1,0.8138180673591437,47.11,50.25,43.22,-999.0,53.69,45.03,13.74,nu,17.64,0.22,0.51,45.99,-999,D,D,316.01,2a_3a_4b_4c,0.25,USC,33.99,-118.114,2,GROUND LEVEL,-999.0,-999,5,1020.0,-999.0,4220.0,600.0,-999.0,3760.0,22.8182,NORTHR\BLF206.AT2,NORTHR\BLF296.AT2,NORTHR\BLF-UP.AT2,206,296,A,-999,PEA,A,1,2.5,0.1,0.1,30.0,30.0,1.25,0.125,0.125,0.125,0.16409,9.1015,2.7516,0.166761,0.1657247,0.1722195,0.1848189,0.2135291,0.2454232,0.3395461,0.458566,0.5312846,0.4647707,0.408103,0.2398515,0.1771375,0.09812311,0.0403083,0.03653218,0.01505909,0.01279372,0.007730477,0.005221345,0.004174335,0.002474224,61.217878,5,50,-999.0,-999.0,-999,-999,0,-999,?
1039,127,Northridge-01,1994,117,1231,Moorpark - Fire Sta,325,24283,6.69,122.0,40.0,103,2,5.67,22.8,79.91,146.73,34.2057,-118.5539,17.5,1,5.0,18.0,24.0,432.1,0.8138180673591437,31.45,35.99,16.92,-999.0,31.62,24.76,23.09,nu,125.15,0.78,0.21,74.91,-999,S,D,341.58,2a_3a_4b_4c,0.25,CDMG,34.288,-118.881,1,GROUND LEVEL,-999.0,-999,5,840.0,-999.0,4440.0,320.0,-999.0,2320.0,-999.0,NORTHR\MRP090.AT2,NORTHR\MRP180.AT2,NORTHR\MRP-UP.AT2,90,180,A,-999,#,O,-999,-999.0,0.16,0.16,23.0,23.0,1.0,0.16,0.16,0.16,0.24086,20.355,4.404,0.2429304,0.2447955,0.2426058,0.2445857,0.2645671,0.3166843,0.4086364,0.5607603,0.736254,0.573317,0.7155315,0.3614735,0.3379848,0.2284359,0.1554505,0.09915327,0.03960384,0.02341832,0.01503227,0.01110631,0.005347503,0.002406013,-16.256863,5,50,-999.0,-999.0,-999,-999,0,-999,D PT
1040,127,Northridge-01,1994,117,1231,Mt Baldy - Elementary Sch,305,23572,6.69,122.0,40.0,103,2,5.67,22.8,79.91,146.73,34.2057,-118.5539,17.5,1,5.0,18.0,24.0,432.1,0.8138180673591437,82.22,84.06,71.3,-999.0,84.22,71.47,-31.45,nu,-26.17,0.22,0.81,19.34,-999,S,C,444.74,2a_3a_4b_4c,0.25,CDMG,34.233,-117.661,0,GROUND LEVEL,-999.0,-999,3,60.0,-999.0,260.0,-999.0,-999.0,-999.0,-999.0,NORTHR\BAL090.AT2,NORTHR\BAL180.AT2,NORTHR\BAL-UP.AT2,90,180,D,-999,#,O,-999,-999.0,0.3,0.3,46.0,46.0,1.0,0.3,0.3,0.3,0.075293,4.5593,0.43872,0.07653486,0.07621596,0.0775946,0.08629797,0.1222735,0.1442137,0.1899485,0.1893278,0.1841539,0.1959245,0.1972063,0.1302544,0.06414144,0.04443593,0.01563734,0.007732333,0.003270077,0.001784147,0.000994088,0.000585179,0.000347059,0.000187284,81.989806,5,50,-999.0,-999.0,-999,-999,0,-999,? PT
1041,127,Northridge-01,1994,117,1231,Mt Wilson - CIT Seis Sta,336,24399,6.69,122.0,40.0,103,2,5.67,22.8,79.91,146.73,34.2057,-118.5539,17.5,1,5.0,18.0,24.0,432.1,0.8138180673591437,45.77,49.0,35.53,-999.0,48.45,35.88,-11.08,nu,-18.18,0.22,0.81,6.11,-999,S,C,680.37,2a_3a_4b_4c,0.4,CDMG,34.224,-118.057,0,GROUND LEVEL,0.0,yes,5,40.0,-999.0,280.0,-999.0,-999.0,-999.0,-999.0,NORTHR\MTW000.AT2,NORTHR\MTW090.AT2,NORTHR\MTW-UP.AT2,0,90,A,-999,#,C,1,2.5,0.4,0.4,23.0,23.0,1.25,0.5,0.5,0.5,0.1894,6.4879,0.54013,0.1929501,0.1945809,0.1948671,0.2133921,0.2577782,0.282522,0.448178,0.6476489,0.5052082,0.2696848,0.1718894,0.1163778,0.08749399,0.05115705,0.03404356,0.0136964,0.005086926,0.002493702,0.001200006,0.00082892,0.000535348,0.000289095,51.759612,5,50,-999.0,-999.0,-999,-999,0,-999,? PT
1042,127,Northridge-01,1994,117,1231,N Hollywood - Coldwater Can,518,90009,6.69,122.0,40.0,103,2,5.67,22.8,79.91,146.73,34.2057,-118.5539,17.5,1,5.0,18.0,24.0,432.1,0.8138180673591437,13.12,21.87,7.89,-999.0,20.66,12.51,9.14,nu,49.21,0.22,0.65,31.59,-999,D,D,326.47,2a_3a_4b_4c,0.25,USC,34.194,-118.412,1,GROUND LEVEL,-999.0,-999,5,980.0,-999.0,3780.0,340.0,-999.0,2600.0,-999.0,NORTHR\CWC180.AT2,NORTHR\CWC270.AT2,NORTHR\CWC-UP.AT2,180,270,A,-999,PEA,A,1,2.5,0.1,0.1,30.0,30.0,1.25,0.125,0.125,0.125,0.26844,24.169,11.108,0.2725643,0.269454,0.2770093,0.2905749,0.3789502,0.4481108,0.7167348,0.9976,1.107455,0.5534511,0.4912564,0.4427421,0.3277898,0.3103565,0.168992,0.1876238,0.08891896,0.06892723,0.03013823,0.01895151,0.01122098,0.005641069,25.886568,5,50,-999.0,-999.0,-999,-999,0,-999,D
1043,127,Northridge-01,1994,117,1231,Neenach - Sacatara Ck,352,24586,6.69,122.0,40.0,103,2,5.67,22.8,79.91,146.73,34.2057,-118.5539,17.5,1,5.0,18.0,24.0,432.1,0.8138180673591437,71.49,73.6,51.61,-999.0,64.67,51.85,-46.52,nu,-115.68,0.78,0.81,24.11,-999,S,D,337.63,2a_3a_4b_4c,0.25,CDMG,34.848,-118.536,0,GROUND LEVEL,-999.0,yes,4,60.0,-999.0,300.0,-999.0,-999.0,-999.0,-999.0,NORTHR\NEE090.AT2,NORTHR\NEE180.AT2,NORTHR\NEE-UP.AT2,90,180,D,-999,#,O,-999,-999.0,0.12,0.12,46.0,46.0,1.0,0.12,0.12,0.12,0.064151,13.122,7.2378,0.06445692,0.06470158,0.06492126,0.06501106,0.07003535,0.07039705,0.09422308,0.101795,0.09793218,0.1114277,0.1421542,0.1429347,0.1451931,0.08787717,0.09539928,0.1022188,0.03648611,0.03117679,0.03207479,0.02504395,0.01224033,0.004948947,-22.362034,5,50,-999.0,-999.0,-999,-999,0,-999,? PT
1044,127,Northridge-01,1994,117,1231,Newhall - Fire Sta,324,24279,6.69,122.0,40.0,103,2,5.67,22.8,79.91,146.73,34.2057,-118.5539,17.5,1,5.0,18.0,24.0,432.1,0.8138180673591437,20.27,26.78,3.16,-999.0,15.03,5.92,-3.16,fw,-90.0,0.5,0.81,3.99,-999,S,D,269.14,0,0.1,CDMG,34.387,-118.533,1,GROUND LEVEL,-999.0,-999,1a,840.0,-999.0,3140.0,420.0,-999.0,5040.0,-999.0,NORTHR\NWH090.AT2,NORTHR\NWH360.AT2,NORTHR\NWH-UP.AT2,90,0,A,-999,#,O,-999,-999.0,0.12,0.12,23.0,23.0,1.0,0.12,0.12,0.12,0.6543,86.674,25.79,0.661931,0.6684141,0.6651482,0.6729646,0.7227724,0.8972325,1.178973,1.408461,2.087695,2.219571,1.222343,1.446084,1.414895,1.002528,0.610734,0.3580383,0.1553657,0.1257481,0.07135145,0.04811906,0.02818712,0.01328723,5.0623996,5,50,-999.0,-999.0,-999,-999,0,-999,? PT
1045,127,Northridge-01,1994,117,1231,Newhall - W Pico Canyon Rd.,551,90056,6.69,122.0,40.0,103,2,5.67,22.8,79.91,146.73,34.2057,-118.5539,17.5,1,5.0,18.0,24.0,432.1,0.8138180673591437,21.55,27.76,2.11,-999.0,16.29,5.48,0.79,nu,159.45,0.78,0.81,10.99,-999,S,D,285.93,0,0.1,USC,34.391,-118.622,1,GROUND LEVEL,-999.0,-999,1a,780.0,-999.0,2380.0,320.0,-999.0,3180.0,-999.0,NORTHR\WPI046.AT2,NORTHR\WPI316.AT2,NORTHR\WPI-UP.AT2,46,316,A,-999,PEA,A,1,2.5,0.0,0.1,30.0,30.0,1.25,0.0,0.125,0.125,0.36263,99.734,33.823,0.3645215,0.363053,0.3637496,0.365533,0.3679399,0.3673276,0.5206993,0.5219095,0.7044919,0.596552,0.6121811,0.9176261,0.7262794,0.7599804,0.6142997,0.5361012,0.2910845,0.1490285,0.0951775,0.0682924,0.04273699,0.02185879,-2.1052692,5,50,-999.0,-999.0,-999,-999,0,-999,?
1046,127,Northridge-01,1994,117,1231,Newport Bch - Irvine Ave. F.S,276,13160,6.69,122.0,40.0,103,2,5.67,22.8,79.91,146.73,34.2057,-118.5539,17.5,1,5.0,18.0,24.0,432.1,0.8138180673591437,87.58,89.31,83.01,-999.0,94.8,85.49,36.75,nu,24.42,0.22,0.19,78.78,-999,D,D,339.6,2a_3a_4b_4c,0.3,CDMG,33.634,-117.902,1,GROUND LEVEL,-999.0,-999,5,980.0,-999.0,4480.0,320.0,-999.0,2520.0,19.2494,NORTHR\NBI000.AT2,NORTHR\NBI090.AT2,NORTHR\NBI-UP.AT2,0,90,A,-999,#,O,-999,-999.0,0.2,0.2,23.0,23.0,1.0,0.2,0.2,0.2,0.047642,4.418,1.2856,0.04800276,0.0484212,0.04763907,0.04867429,0.0508692,0.0623007,0.1126886,0.1345204,0.1746464,0.1476342,0.1429291,0.1251969,0.0930445,0.05368772,0.0424176,0.03286329,0.01908455,0.01057328,0.005531499,0.004313763,0.001692994,0.000692647,98.955734,5,50,-999.0,-999.0,-999,-999,0,-999,d PT
1047,127,Northridge-01,1994,117,1231,Newport Bch - Newp & Coast,282,13610,6.69,122.0,40.0,103,2,5.67,22.8,79.91,146.73,34.2057,-118.5539,17.5,1,5.0,18.0,24.0,432.1,0.8138180673591437,86.68,88.43,82.03,-999.0,94.04,84.54,39.22,nu,26.3,0.22,0.19,75.81,-999,D,D,340.65,2a_3a_4b_4c,0.25,CDMG,33.623,-117.931,0,GROUND LEVEL,-999.0,-999,3,980.0,-999.0,4480.0,320.0,-999.0,2500.0,18.9787,NORTHR\NEW090.AT2,NORTHR\NEW180.AT2,NORTHR\NEW-UP.AT2,90,180,D,-999,#,O,-999,-999.0,0.12,0.12,46.0,46.0,1.0,0.12,0.12,0.12,0.09298,6.295,1.2915,0.09378109,0.09315433,0.09358118,0.09480415,0.1016318,0.1073811,0.1327532,0.1874507,0.2506161,0.3322838,0.2522464,0.1382284,0.09885366,0.06653448,0.04533625,0.0364685,0.01827197,0.009301151,0.003963678,0.003470429,0.001838938,0.000856645,97.340789,5,50,-999.0,-999.0,-999,-999,0,-999,D PT
1048,127,Northridge-01,1994,117,1231,Northridge - 17645 Saticoy St,512,90003,6.69,122.0,40.0,103,2,5.67,22.8,79.91,146.73,34.2057,-118.5539,17.5,1,5.0,18.0,24.0,432.1,0.8138180673591437,3.42,17.83,0.0,-999.0,16.36,12.09,12.85,hw,90.0,0.15,0.54,43.12,-999,D,D,280.86,0,0.1,USC,34.209,-118.517,2,GROUND LEVEL,-999.0,-999,1a,1000.0,-999.0,4600.0,340.0,-999.0,3120.0,-999.0,NORTHR\STC090.AT2,NORTHR\STC180.AT2,NORTHR\STCXXX.AT2,90,180,A,-999,PEA,A,1,2.5,0.13,0.05,30.0,30.0,1.25,0.1625,0.0625,0.1625,0.3878,49.411,15.618,0.3921292,0.3886625,0.4038401,0.462093,0.5405759,0.7987567,0.8526488,1.04645,0.9465991,1.159138,1.408272,1.067288,0.8900979,0.6166652,0.3786909,0.3625768,0.1213835,0.07449143,0.05953879,0.03153932,0.02062259,0.009777412,16.810171,5,50,-999.0,-999.0,-999,-999,0,-999,DNP
1049,127,Northridge-01,1994,117,1231,Pacific Palisades - Sunset,544,90049,6.69,122.0,40.0,103,2,5.67,22.8,79.91,146.73,34.2057,-118.5539,17.5,1,5.0,18.0,24.0,432.1,0.8138180673591437,18.22,25.26,13.34,-999.0,29.39,24.08,30.42,hw,79.26,0.22,0.02,88.55,-999,S,D,191.06,1,0.25,USC,34.042,-118.554,1,GROUND LEVEL,-999.0,-999,5,800.0,-999.0,1500.0,320.0,-999.0,3120.0,-999.0,NORTHR\SUN190.AT2,NORTHR\SUN280.AT2,NORTHR\SUN-UP.AT2,190,280,A,-999,PEA,A,1,2.5,0.13,0.13,30.0,30.0,1.25,0.1625,0.1625,0.1625,0.34065,23.707,3.731,0.3443986,0.3408292,0.3527259,0.3954274,0.4187188,0.5157046,0.6594593,1.265673,1.109559,0.9741486,0.6932113,0.5205851,0.2709306,0.1517392,0.1171806,0.06623907,0.0363911,0.02246616,0.01425232,0.007981352,0.004394414,0.002495247,23.770163,5,50,-999.0,-999.0,-999,-999,0,-999,?
1050,127,Northridge-01,1994,117,1231,Pacoima Dam (downstr),319,24207,6.69,122.0,40.0,103,2,5.67,22.8,79.91,146.73,34.2057,-118.5539,17.5,1,5.0,18.0,24.0,432.1,0.8138180673591437,20.36,26.85,4.92,-999.0,18.6,7.01,-4.84,fw,-79.95,0.22,0.81,1.46,-999,S,A,2016.13,1,0.4,CDMG,34.334,-118.396,0,DOWNSTREAM,0.0,-999,3,0.0,7.62,280.0,0.0,7.62,3080.0,-999.0,NORTHR\PAC175.AT2,NORTHR\PAC265.AT2,NORTHR\PAC-UP.AT2,175,265,A,-999,#,O,-999,-999.0,0.16,0.16,23.0,23.0,1.0,0.16,0.16,0.16,0.42372,34.621,5.1834,0.4260472,0.4290933,0.4567725,0.5163676,0.5836425,0.6201284,0.7395523,0.878047,0.7229118,0.8686613,1.193122,0.9220742,0.377177,0.2821015,0.1709936,0.06964039,0.07513465,0.03086893,0.01341981,0.007684951,0.00425983,0.002247665,18.858635,5,50,-999.0,-999.0,-999,-999,0,-999,? PT
